Reward from homework,Course relevance,Interdisciplinary learning,Cooperation and Discussion,Homework numbers,Scale,Average time spent,Homework deadlines,Step by step,Feeling,Difficulty of implementation,Difficulty in understanding,Student qualifications,Student concentration,Student responsibility,Research relevance,answer,reward,time_cost,feel,ability
8,highly correlated,uncertain,always,1-2,small,3-5 hr,three days,fully qualified,interested,moderate,simple,middle,between low/middle,between middle/high,middle,1,8,-6,5,0
9,moderately correlated,fifty-fifty,common,1-2,small,1-3 hr,three days,roughly,rewarding,difficult,very easy,between low/middle,between middle/high,between low/middle,between low/middle,1,8,-7,3,-2
7,highly correlated,often,always,1-2,small to medium,<1 hr,three days,uncertain,impatient,very easy,difficult,middle,low,low,low,1,14,-7,-2,-6
8,highly correlated,fifty-fifty,always,1-2,small to medium,<1 hr,one weeks,roughly,bored,super hard,moderate,middle,middle,low,low,1,12,-6,-1,-4
5,highly correlated,often,often,1-2,small,<1 hr,three days,uncertain,motivated,very easy,moderate,low,between low/middle,middle,high,1,10,-8,1,-1
7,highly correlated,often,always,3-4,small,1-3 hr,three days,uncertain,bored,simple,simple,high,high,between middle/high,high,1,14,-6,-3,7
10,highly correlated,often,without cooperation,3-4,small,<1 hr,one weeks,fifty-fifty,rewarding,difficult,moderate,between middle/high,middle,between middle/high,between low/middle,1,8,-6,5,1
7,highly correlated,a little,often,1-2,small,<1 hr,two weeks,fifty-fifty,inspired,very easy,simple,middle,between middle/high,middle,between low/middle,1,8,-6,1,0
8,highly correlated,often,common,3-4,small to medium,<1 hr,three days,fully qualified,rewarding,moderate,very easy,high,between low/middle,middle,low,1,10,-6,5,-1
8,highly correlated,often,often,1-2,small to medium,<1 hr,three days,fifty-fifty,inspired,moderate,moderate,between low/middle,between middle/high,high,high,1,12,-7,6,4
5,moderately correlated,often,often,1-2,small to medium,1-3 hr,three days,no,interested,moderate,simple,between middle/high,low,middle,middle,1,8,-6,1,-1
9,highly correlated,often,often,1-2,small,3-5 hr,three days,fifty-fifty,impatient,simple,very easy,middle,middle,low,between low/middle,1,14,-6,-2,-3
9,modestly correlated,often,often,1-2,small to medium,<1 hr,three days,fully qualified,interested,super hard,moderate,middle,middle,between low/middle,between low/middle,1,8,-7,3,-2
10,highly correlated,fifty-fifty,often,1-2,small,3-5 hr,three days,fifty-fifty,inspired,super hard,super hard,middle,middle,between low/middle,low,1,12,-6,-2,-3
8,moderately correlated,often,often,1-2,small to medium,<1 hr,three days,fifty-fifty,motivated,very easy,simple,between middle/high,middle,between low/middle,between low/middle,1,10,-7,0,-1
9,modestly correlated,often,often,1-2,medium,<1 hr,three days,fifty-fifty,impatient,super hard,difficult,middle,high,low,high,1,8,-6,-2,2
8,moderately correlated,often,always,3-4,small,<1 hr,one weeks,fifty-fifty,interested,moderate,super hard,between low/middle,between low/middle,between low/middle,high,1,12,-6,1,-1
10,moderately correlated,often,seldom,1-2,medium,<1 hr,three days,fifty-fifty,confused,super hard,super hard,high,between middle/high,between low/middle,low,1,8,-6,-5,0
7,moderately correlated,fifty-fifty,often,1-2,medium,<1 hr,three days,roughly,impatient,super hard,simple,between middle/high,between low/middle,between middle/high,between middle/high,1,8,-6,-2,2
6,moderately correlated,fifty-fifty,always,1-2,small,1-3 hr,three days,fully qualified,bored,difficult,very easy,high,low,high,between middle/high,1,8,-7,0,3
5,highly correlated,a little,always,1-2,small to medium,1-3 hr,three days,fully qualified,confused,difficult,difficult,middle,between low/middle,between low/middle,high,1,8,-6,3,0
8,moderately correlated,often,often,1-2,small,3-5 hr,three days,roughly,confused,simple,difficult,high,between low/middle,low,high,1,10,-6,1,1
6,highly correlated,often,often,1-2,small to medium,<1 hr,three days,uncertain,motivated,super hard,very easy,low,between middle/high,between low/middle,between middle/high,1,10,-7,-3,-1
8,highly correlated,uncertain,always,1-2,small,3-5 hr,three days,uncertain,worried,simple,simple,between low/middle,middle,between middle/high,high,1,8,-6,-3,2
6,highly correlated,often,common,1-2,small,<1 hr,one weeks,fully qualified,motivated,simple,simple,high,high,middle,between middle/high,1,8,-7,3,5
9,highly correlated,a little,always,1-2,medium,<1 hr,three days,uncertain,confused,super hard,moderate,high,high,between low/middle,between middle/high,1,12,-6,-2,4
7,highly correlated,often,seldom,1-2,small,1-3 hr,three days,fully qualified,interested,moderate,difficult,between middle/high,high,between middle/high,high,1,8,-7,6,6
9,highly correlated,uncertain,always,3-4,small,<1 hr,one weeks,no,inspired,simple,very easy,low,middle,middle,low,1,10,-6,-1,-4
10,moderately correlated,often,common,1-2,small,<1 hr,two weeks,fully qualified,interested,simple,simple,middle,between middle/high,between low/middle,low,1,10,-6,3,-2
10,moderately correlated,often,seldom,1-2,small,1-3 hr,three days,roughly,confused,super hard,moderate,between middle/high,between middle/high,between middle/high,high,1,8,-7,0,5
5,highly correlated,fifty-fifty,often,1-2,small,1-3 hr,three days,no,rewarding,simple,simple,middle,low,low,high,1,8,-7,0,-2
8,moderately correlated,often,often,3-4,small,<1 hr,three days,uncertain,motivated,simple,moderate,low,middle,middle,middle,1,10,-7,2,-2
8,moderately correlated,a little,always,3-4,small to medium,<1 hr,three days,fully qualified,confused,very easy,super hard,between middle/high,between low/middle,between low/middle,high,1,8,-6,-2,1
10,moderately correlated,fifty-fifty,common,1-2,small to medium,1-3 hr,three days,fully qualified,bored,moderate,simple,between low/middle,between low/middle,between middle/high,low,1,8,-6,2,-3
10,highly correlated,fifty-fifty,seldom,1-2,small to medium,<1 hr,one weeks,no,impatient,super hard,difficult,high,between middle/high,between middle/high,middle,1,8,-6,-4,4
7,moderately correlated,a little,always,1-2,small to medium,<1 hr,one weeks,no,impatient,super hard,difficult,between low/middle,middle,high,high,1,8,-6,-4,3
10,moderately correlated,often,common,1-2,small to medium,<1 hr,three days,fully qualified,motivated,moderate,very easy,high,between middle/high,between middle/high,middle,1,10,-7,4,4
2,highly correlated,often,always,3-4,small,<1 hr,three days,no,confused,moderate,super hard,middle,high,between low/middle,low,1,8,-7,-3,-1
7,moderately correlated,often,always,1-2,small,1-3 hr,one weeks,uncertain,worried,very easy,super hard,low,high,low,between low/middle,1,12,-6,-6,-3
4,highly correlated,often,always,1-2,small to medium,<1 hr,one weeks,no,confused,moderate,difficult,low,middle,high,middle,1,10,-6,0,0
3,highly correlated,often,always,1-2,small,<1 hr,one weeks,no,inspired,simple,super hard,high,between middle/high,low,between middle/high,1,10,-7,-2,2
7,highly correlated,often,always,3-4,small to medium,<1 hr,three days,fifty-fifty,motivated,very easy,super hard,between middle/high,low,between low/middle,between middle/high,1,14,-6,-2,-1
7,moderately correlated,fifty-fifty,always,1-2,medium,<1 hr,three days,uncertain,motivated,moderate,moderate,low,high,high,high,1,10,-6,4,4
10,highly correlated,uncertain,always,3-4,small,<1 hr,three days,fully qualified,bored,super hard,moderate,between low/middle,between middle/high,between low/middle,low,1,10,-7,0,-3
9,highly correlated,no,always,1-2,small,3-5 hr,three days,roughly,rewarding,difficult,very easy,between low/middle,low,between low/middle,between middle/high,1,8,-6,3,-3
8,moderately correlated,fifty-fifty,always,1-2,small,<1 hr,three days,uncertain,interested,simple,very easy,middle,high,high,low,1,10,-8,-1,2
10,highly correlated,uncertain,always,1-2,small to medium,1-3 hr,three days,roughly,impatient,simple,simple,high,middle,between low/middle,high,1,10,-6,0,3
8,moderately correlated,often,often,1-2,small to medium,<1 hr,three days,no,bored,super hard,difficult,high,between low/middle,middle,high,1,10,-7,-5,3
8,highly correlated,uncertain,always,1-2,small,3-5 hr,three days,no,interested,moderate,difficult,low,between low/middle,between low/middle,middle,1,8,-6,2,-4
4,moderately correlated,often,always,3-4,small,<1 hr,one weeks,uncertain,inspired,moderate,very easy,between middle/high,between low/middle,low,high,1,8,-6,2,0
8,moderately correlated,a little,always,1-2,small,<1 hr,two weeks,fully qualified,confused,difficult,simple,middle,low,between middle/high,high,1,8,-6,2,1
7,moderately correlated,fifty-fifty,always,3-4,small to medium,<1 hr,three days,fully qualified,bored,very easy,super hard,between middle/high,between middle/high,between low/middle,between low/middle,1,10,-6,-3,0
8,highly correlated,fifty-fifty,often,1-2,small to medium,<1 hr,three days,uncertain,confused,very easy,very easy,low,low,between low/middle,low,1,10,-7,-4,-7
9,highly correlated,fifty-fifty,common,1-2,small,1-3 hr,three days,uncertain,inspired,very easy,moderate,between middle/high,between middle/high,between low/middle,middle,1,10,-7,2,1
2,highly correlated,often,always,1-2,small,3-5 hr,three days,roughly,worried,super hard,difficult,high,low,high,low,1,8,-6,-2,0
10,highly correlated,fifty-fifty,always,1-2,small,<1 hr,one weeks,no,worried,super hard,very easy,between low/middle,low,between middle/high,between middle/high,1,14,-7,-7,-1
8,highly correlated,fifty-fifty,often,1-2,small,3-5 hr,three days,roughly,worried,difficult,moderate,between middle/high,between middle/high,low,high,1,10,-6,2,2
8,highly correlated,uncertain,always,1-2,small,<1 hr,two weeks,uncertain,rewarding,moderate,very easy,high,high,high,between middle/high,1,8,-6,2,7
9,moderately correlated,fifty-fifty,always,1-2,small,<1 hr,two weeks,no,confused,simple,simple,high,middle,between low/middle,high,1,12,-6,-3,3
10,moderately correlated,fifty-fifty,often,3-4,small,<1 hr,one weeks,fully qualified,confused,simple,difficult,high,low,low,middle,1,10,-6,2,-2
10,highly correlated,often,without cooperation,1-2,medium,<1 hr,three days,fully qualified,impatient,very easy,moderate,middle,middle,middle,high,1,8,-6,2,2
10,moderately correlated,fifty-fifty,often,1-2,small,1-3 hr,three days,fifty-fifty,worried,difficult,moderate,high,middle,middle,between middle/high,1,10,-7,1,3
4,highly correlated,often,always,3-4,small,<1 hr,one weeks,no,interested,moderate,very easy,between low/middle,middle,high,middle,1,10,-6,0,1
10,moderately correlated,a little,often,3-4,small to medium,<1 hr,three days,uncertain,bored,moderate,super hard,between low/middle,between low/middle,between middle/high,between middle/high,1,8,-6,-3,0
10,moderately correlated,fifty-fifty,always,1-2,small to medium,1-3 hr,three days,fifty-fifty,rewarding,moderate,simple,low,high,middle,high,1,12,-6,4,2
1,highly correlated,often,always,1-2,small,<1 hr,one weeks,uncertain,confused,moderate,super hard,high,high,low,between middle/high,1,8,-7,-2,3
10,highly correlated,fifty-fifty,always,1-2,small,1-3 hr,one weeks,uncertain,impatient,very easy,moderate,high,low,between low/middle,between low/middle,1,14,-6,-1,-2
7,moderately correlated,often,often,3-4,small,<1 hr,three days,fifty-fifty,interested,very easy,difficult,between middle/high,between middle/high,between low/middle,high,1,10,-7,1,3
6,highly correlated,a little,always,1-2,small,1-3 hr,three days,uncertain,interested,very easy,simple,between low/middle,high,between low/middle,low,1,8,-7,-1,-2
9,highly correlated,uncertain,often,1-2,small,<1 hr,one weeks,roughly,worried,moderate,very easy,between low/middle,between low/middle,between low/middle,between middle/high,1,8,-7,0,-2
9,modestly correlated,often,often,1-2,small,<1 hr,two weeks,fully qualified,interested,super hard,very easy,between low/middle,low,high,low,1,8,-6,0,-3
9,highly correlated,fifty-fifty,seldom,1-2,small to medium,<1 hr,three days,roughly,bored,super hard,moderate,low,middle,low,low,1,8,-7,-1,-6
9,highly correlated,fifty-fifty,often,3-4,small to medium,<1 hr,three days,uncertain,confused,difficult,super hard,low,between low/middle,high,high,1,12,-6,-3,1
5,highly correlated,often,always,1-2,small to medium,1-3 hr,three days,uncertain,inspired,difficult,super hard,between low/middle,low,between middle/high,high,1,12,-6,0,0
7,highly correlated,fifty-fifty,always,1-2,small,<1 hr,two weeks,fifty-fifty,impatient,difficult,difficult,between low/middle,high,low,middle,1,12,-6,1,-1
3,highly correlated,fifty-fifty,always,1-2,small,<1 hr,two weeks,no,worried,very easy,difficult,high,low,high,between low/middle,1,8,-6,-4,1
8,highly correlated,often,seldom,1-2,medium,<1 hr,three days,fully qualified,inspired,moderate,moderate,between low/middle,high,low,middle,1,8,-6,8,-1
10,highly correlated,fifty-fifty,often,3-4,small,<1 hr,three days,roughly,motivated,difficult,super hard,low,middle,between middle/high,high,1,12,-7,1,1
8,highly correlated,fifty-fifty,common,1-2,small,<1 hr,two weeks,fifty-fifty,inspired,simple,very easy,high,middle,between low/middle,between middle/high,1,8,-6,1,2
5,moderately correlated,fifty-fifty,always,1-2,small,<1 hr,two weeks,roughly,worried,moderate,difficult,middle,low,between middle/high,between low/middle,1,8,-6,2,-2
7,moderately correlated,a little,always,3-4,small to medium,<1 hr,three days,fifty-fifty,motivated,simple,moderate,between low/middle,middle,between low/middle,high,1,8,-6,3,0
9,modestly correlated,often,often,1-2,small to medium,<1 hr,three days,roughly,worried,simple,difficult,low,between low/middle,between middle/high,high,1,8,-7,0,0
9,highly correlated,often,without cooperation,3-4,small,<1 hr,three days,fully qualified,bored,moderate,difficult,high,low,between low/middle,low,1,8,-7,3,-3
8,moderately correlated,often,always,1-2,small,1-3 hr,one weeks,fifty-fifty,worried,simple,very easy,middle,low,between middle/high,between low/middle,1,12,-6,-3,-2
3,highly correlated,often,often,1-2,small,<1 hr,three days,uncertain,confused,moderate,moderate,middle,between low/middle,between low/middle,between middle/high,1,8,-8,2,-1
1,highly correlated,often,always,1-2,small,3-5 hr,three days,fully qualified,motivated,moderate,simple,low,between low/middle,between middle/high,low,1,8,-6,5,-4
10,highly correlated,fifty-fifty,seldom,1-2,small to medium,<1 hr,one weeks,no,worried,moderate,difficult,middle,between low/middle,low,middle,1,8,-6,-1,-3
6,moderately correlated,often,often,3-4,small,<1 hr,one weeks,uncertain,bored,simple,moderate,between low/middle,high,between low/middle,between middle/high,1,8,-6,-1,1
8,modestly correlated,often,always,1-2,small to medium,1-3 hr,three days,no,confused,simple,super hard,between low/middle,low,middle,between low/middle,1,8,-6,-5,-4
8,highly correlated,a little,often,3-4,small,1-3 hr,three days,fifty-fifty,interested,moderate,moderate,between middle/high,between low/middle,between middle/high,between low/middle,1,8,-6,5,0
9,highly correlated,often,often,1-2,small to medium,<1 hr,one weeks,roughly,interested,difficult,difficult,low,high,between middle/high,middle,1,14,-6,4,1
10,highly correlated,uncertain,always,1-2,small,<1 hr,two weeks,uncertain,rewarding,difficult,simple,middle,middle,middle,high,1,10,-6,2,2
9,highly correlated,a little,common,1-2,small,<1 hr,two weeks,roughly,inspired,difficult,moderate,between low/middle,between low/middle,between low/middle,between low/middle,1,8,-6,6,-4
